epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,37980.5,1.34359,0.52818,1.17295,0.98678,0.99248,0.98806,0.59696,1.49091,0.52532,1.32651,0.000594321,0.000594321,0.000594321
61,38263,1.35644,0.52055,1.17246,0.98571,0.99248,0.98819,0.5893,1.49874,0.53775,1.30323,0.000580174,0.000580174,0.000580174
62,38547.6,1.33537,0.5172,1.17169,0.98633,0.99036,0.98696,0.59922,1.46381,0.52441,1.29414,0.000566027,0.000566027,0.000566027
63,38832.5,1.3278,0.50758,1.16218,0.98623,0.99248,0.98743,0.60005,1.46888,0.50746,1.29307,0.00055188,0.00055188,0.00055188
64,39118.2,1.31912,0.50298,1.16323,0.98629,0.99248,0.98813,0.60503,1.48996,0.50616,1.29548,0.000537733,0.000537733,0.000537733
65,39402.3,1.31982,0.49729,1.16038,0.98664,0.99248,0.98877,0.59746,1.4693,0.51555,1.27892,0.000523586,0.000523586,0.000523586
66,39688,1.29027,0.52365,1.14567,0.98639,0.99248,0.98627,0.6005,1.46443,0.50942,1.27298,0.000509438,0.000509438,0.000509438
67,39972.8,1.3626,0.51193,1.18152,0.98659,0.99248,0.98568,0.60517,1.47675,0.50628,1.31334,0.000495291,0.000495291,0.000495291
68,40258.2,1.33553,0.51385,1.17108,0.98652,0.99248,0.9864,0.59862,1.47828,0.51287,1.32227,0.000481144,0.000481144,0.000481144
69,40544,1.30762,0.4994,1.16643,0.98662,0.99248,0.98958,0.6071,1.47442,0.50275,1.32347,0.000466997,0.000466997,0.000466997
70,40824.9,1.30791,0.49415,1.16642,0.9863,0.99248,0.9894,0.60067,1.46978,0.52379,1.30496,0.00045285,0.00045285,0.00045285
71,41107.6,1.32798,0.50357,1.17116,0.9866,0.99248,0.98892,0.60599,1.46322,0.50736,1.31785,0.000438703,0.000438703,0.000438703
72,41393,1.31745,0.49527,1.17428,0.98653,0.99248,0.98904,0.60999,1.46677,0.50846,1.32027,0.000424556,0.000424556,0.000424556
73,41677.1,1.30927,0.49978,1.16534,0.98668,0.99248,0.98951,0.60893,1.44781,0.50937,1.28498,0.000410409,0.000410409,0.000410409
74,41961.3,1.30556,0.49516,1.15549,0.98637,0.99248,0.98891,0.60764,1.45288,0.49983,1.29514,0.000396262,0.000396262,0.000396262
75,42246,1.31247,0.4887,1.1738,0.98666,0.99248,0.9899,0.60509,1.4632,0.49854,1.31188,0.000382115,0.000382115,0.000382115
76,42531.3,1.30185,0.5455,1.15226,0.98657,0.99248,0.98976,0.60351,1.47257,0.50749,1.3308,0.000367967,0.000367967,0.000367967
77,42813.9,1.30418,0.47592,1.16963,0.98677,0.99248,0.98896,0.60322,1.45812,0.51168,1.29848,0.00035382,0.00035382,0.00035382
78,43101.7,1.3164,0.49555,1.171,0.98685,0.99248,0.98849,0.60481,1.45462,0.50602,1.30715,0.000339673,0.000339673,0.000339673
79,43388,1.32272,0.49907,1.16928,0.98654,0.99248,0.98761,0.61007,1.452,0.49245,1.30276,0.000325526,0.000325526,0.000325526
80,43669.1,1.30648,0.48539,1.17374,0.98653,0.99248,0.98837,0.60908,1.44683,0.50206,1.28525,0.000311379,0.000311379,0.000311379
81,43954.3,1.30579,0.48592,1.15812,0.98663,0.99248,0.98709,0.60506,1.46984,0.49719,1.33647,0.000297232,0.000297232,0.000297232
82,44239.6,1.33208,0.48604,1.1905,0.98653,0.99248,0.98649,0.61109,1.44609,0.49454,1.30302,0.000283085,0.000283085,0.000283085
83,44519.5,1.30284,0.48415,1.16401,0.98641,0.99248,0.98743,0.60983,1.45429,0.48882,1.32878,0.000268938,0.000268938,0.000268938
84,44803.9,1.29266,0.47017,1.1525,0.98624,0.99248,0.98535,0.60832,1.44997,0.48769,1.32933,0.000254791,0.000254791,0.000254791
85,45088.4,1.28953,0.47417,1.16306,0.98645,0.99248,0.98625,0.6157,1.43346,0.48802,1.3018,0.000240644,0.000240644,0.000240644
86,45371.1,1.29722,0.46563,1.17391,0.98641,0.99248,0.9883,0.60547,1.45078,0.49614,1.3266,0.000226497,0.000226497,0.000226497
87,45655.1,1.29423,0.46844,1.14845,0.98654,0.99248,0.98737,0.61103,1.43692,0.48479,1.28943,0.000212349,0.000212349,0.000212349
88,45939.2,1.26752,0.47668,1.15111,0.98667,0.99248,0.98592,0.60677,1.46097,0.49191,1.32497,0.000198202,0.000198202,0.000198202
89,46223.9,1.28616,0.47141,1.15458,0.98672,0.99248,0.98708,0.60701,1.44168,0.47988,1.29519,0.000184055,0.000184055,0.000184055
90,46506.3,1.29067,0.48021,1.16788,0.98668,0.99248,0.98706,0.60834,1.4535,0.4835,1.32312,0.000169908,0.000169908,0.000169908
91,46789.6,1.28502,0.42707,1.16928,0.9868,0.99248,0.98691,0.61243,1.43323,0.48124,1.29189,0.000155761,0.000155761,0.000155761
92,47072.1,1.28794,0.43178,1.18228,0.98666,0.99248,0.98682,0.60699,1.45514,0.49121,1.32486,0.000141614,0.000141614,0.000141614
93,47353,1.27226,0.42759,1.1612,0.98662,0.99248,0.98794,0.60584,1.44043,0.4866,1.29986,0.000127467,0.000127467,0.000127467
94,47635.1,1.26921,0.42288,1.16654,0.98639,0.99248,0.98777,0.60344,1.44952,0.48758,1.31793,0.00011332,0.00011332,0.00011332
95,47915.2,1.27169,0.4214,1.16836,0.98632,0.99248,0.98765,0.60865,1.44605,0.48377,1.31827,9.91726e-05,9.91726e-05,9.91726e-05
96,48196.9,1.27344,0.42018,1.1691,0.98639,0.99248,0.98806,0.60635,1.44217,0.48051,1.31327,8.50255e-05,8.50255e-05,8.50255e-05
97,48478.8,1.2619,0.41654,1.16794,0.98639,0.99248,0.98657,0.60831,1.4432,0.48014,1.31024,7.08784e-05,7.08784e-05,7.08784e-05
98,48759.9,1.27058,0.42077,1.1574,0.98629,0.99248,0.98661,0.60847,1.44582,0.48126,1.30996,5.67313e-05,5.67313e-05,5.67313e-05
99,49040.9,1.26793,0.41885,1.16159,0.98643,0.99229,0.98668,0.6089,1.43994,0.47908,1.29913,4.25842e-05,4.25842e-05,4.25842e-05
100,49320.9,1.25309,0.41192,1.15151,0.98628,0.99248,0.98779,0.60941,1.44245,0.47921,1.30323,2.84371e-05,2.84371e-05,2.84371e-05
