epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,2147.02,1.64678,0.99581,1.38257,0.9637,0.97175,0.96692,0.49085,1.68308,1.00774,1.46615,0.0011885,0.0011885,0.0011885
19,2267.19,1.60994,0.97033,1.36347,0.9648,0.97029,0.96322,0.46025,1.71475,1.01175,1.50448,0.00117435,0.00117435,0.00117435
20,2388.33,1.66116,0.97415,1.35124,0.98011,0.97835,0.9794,0.48881,1.69486,1.0129,1.47116,0.00116021,0.00116021,0.00116021
21,2506.47,1.54693,0.94311,1.29174,0.97058,0.97472,0.97551,0.50122,1.67484,0.99645,1.47693,0.00114606,0.00114606,0.00114606
22,2624.45,1.55891,0.89397,1.2905,0.9744,0.9774,0.97646,0.50652,1.6457,0.91733,1.44494,0.00113191,0.00113191,0.00113191
23,2741.55,1.60357,0.88638,1.35084,0.96939,0.9774,0.97362,0.50768,1.69175,0.91363,1.49276,0.00111776,0.00111776,0.00111776
24,2857.86,1.57022,0.84819,1.30172,0.98343,0.98664,0.98008,0.48541,1.73747,0.88533,1.52377,0.00110362,0.00110362,0.00110362
25,2976.96,1.53571,0.8609,1.27683,0.9626,0.9661,0.96704,0.4868,1.67357,0.8893,1.48905,0.00108947,0.00108947,0.00108947
26,3096.3,1.50534,0.85426,1.28368,0.96677,0.97175,0.97517,0.51609,1.65986,0.88088,1.48066,0.00107532,0.00107532,0.00107532
27,3212.28,1.54223,0.83825,1.31347,0.97314,0.9774,0.97238,0.49157,1.70953,0.88061,1.47933,0.00106118,0.00106118,0.00106118
28,3332.1,1.58198,0.81629,1.30287,0.97094,0.9774,0.97263,0.50625,1.66143,0.86192,1.46741,0.00104703,0.00104703,0.00104703
29,3453.22,1.52106,0.807,1.30128,0.97019,0.95904,0.96163,0.48682,1.70592,0.90419,1.50729,0.00103288,0.00103288,0.00103288
30,3575.1,1.57917,0.81138,1.31724,0.9725,0.96853,0.97603,0.51089,1.66237,0.8246,1.46612,0.00101873,0.00101873,0.00101873
31,3693.34,1.50817,0.80957,1.31748,0.95834,0.96045,0.94649,0.47917,1.73186,0.84238,1.54016,0.00100459,0.00100459,0.00100459
32,3813.32,1.53101,0.79701,1.27846,0.97019,0.97542,0.97185,0.50312,1.66045,0.81237,1.48695,0.00099044,0.00099044,0.00099044
33,3931.86,1.56636,0.79059,1.29939,0.96081,0.96815,0.9677,0.48643,1.77046,0.79202,1.55083,0.000976293,0.000976293,0.000976293
34,4049.87,1.56948,0.82239,1.3077,0.94827,0.96045,0.95851,0.47466,1.80717,0.86332,1.58354,0.000962146,0.000962146,0.000962146
35,4171.06,1.60157,0.8119,1.30228,0.97073,0.98305,0.97618,0.52432,1.69554,0.81026,1.48401,0.000947999,0.000947999,0.000947999
36,4288.64,1.50364,0.8112,1.28443,0.97894,0.98305,0.98307,0.50393,1.68227,0.82557,1.47701,0.000933851,0.000933851,0.000933851
37,4402.25,1.5253,0.80346,1.28082,0.96903,0.97605,0.96463,0.49375,1.69585,0.83695,1.51233,0.000919704,0.000919704,0.000919704
38,4513.08,1.50697,0.74139,1.25469,0.97961,0.98305,0.98349,0.51143,1.67101,0.79036,1.46321,0.000905557,0.000905557,0.000905557
39,4627.82,1.52429,0.7411,1.28348,0.97816,0.98305,0.98227,0.50627,1.72894,0.76097,1.51488,0.00089141,0.00089141,0.00089141
40,4741.33,1.52586,0.744,1.28337,0.98253,0.9887,0.98717,0.52356,1.68339,0.76313,1.48049,0.000877263,0.000877263,0.000877263
41,4855.57,1.54318,0.77416,1.28791,0.97131,0.97422,0.98438,0.51857,1.6769,0.79873,1.47607,0.000863116,0.000863116,0.000863116
42,4969.34,1.48241,0.73964,1.24316,0.96591,0.97175,0.97622,0.50095,1.68599,0.8306,1.49217,0.000848969,0.000848969,0.000848969
43,5082.52,1.50332,0.73473,1.26295,0.9737,0.9774,0.97735,0.52816,1.65042,0.74407,1.45726,0.000834822,0.000834822,0.000834822
44,5198.33,1.45126,0.71722,1.26563,0.97301,0.9774,0.97177,0.51672,1.67515,0.71457,1.49063,0.000820675,0.000820675,0.000820675
45,5313.18,1.50767,0.72384,1.30503,0.97396,0.9774,0.96984,0.49466,1.7114,0.73044,1.51403,0.000806528,0.000806528,0.000806528
46,5428.59,1.49137,0.71391,1.25518,0.96657,0.97175,0.96509,0.50044,1.71358,0.77336,1.51697,0.00079238,0.00079238,0.00079238
47,5541.73,1.45614,0.72577,1.28213,0.97992,0.98305,0.98543,0.52709,1.65424,0.74084,1.46209,0.000778233,0.000778233,0.000778233
48,5655.95,1.48399,0.73009,1.25563,0.98601,0.9887,0.98937,0.50009,1.67873,0.75726,1.47039,0.000764086,0.000764086,0.000764086
49,5770.26,1.50301,0.73282,1.27411,0.97529,0.9774,0.96978,0.51684,1.65564,0.71504,1.46357,0.000749939,0.000749939,0.000749939
50,5887.48,1.46879,0.69327,1.25567,0.96763,0.97175,0.96299,0.47474,1.76262,0.73406,1.5484,0.000735792,0.000735792,0.000735792
51,6004.95,1.51903,0.71341,1.30636,0.97332,0.9774,0.97506,0.51375,1.67364,0.69508,1.48655,0.000721645,0.000721645,0.000721645
52,6119.1,1.49716,0.6991,1.29892,0.97348,0.9774,0.97243,0.52368,1.6553,0.6972,1.46179,0.000707498,0.000707498,0.000707498
53,6237.11,1.46703,0.68915,1.25603,0.97282,0.9774,0.97501,0.51848,1.68149,0.69569,1.4686,0.000693351,0.000693351,0.000693351
54,6356.4,1.48771,0.68397,1.26677,0.97374,0.9774,0.97357,0.52297,1.6561,0.69314,1.45414,0.000679204,0.000679204,0.000679204
55,6471.33,1.46824,0.70991,1.29626,0.96839,0.97175,0.97699,0.50552,1.68556,0.71794,1.51046,0.000665057,0.000665057,0.000665057
56,6589.13,1.47475,0.68989,1.25689,0.96814,0.97175,0.97528,0.5169,1.66764,0.70494,1.47057,0.000650909,0.000650909,0.000650909
57,6706.7,1.45285,0.67997,1.21766,0.97187,0.9774,0.9773,0.52367,1.64917,0.7088,1.47002,0.000636762,0.000636762,0.000636762
58,6825.4,1.43739,0.66717,1.25821,0.97038,0.9774,0.97534,0.52558,1.64437,0.67592,1.46057,0.000622615,0.000622615,0.000622615
59,6940.66,1.46266,0.67811,1.25993,0.95133,0.96769,0.96512,0.50683,1.6811,0.68989,1.48723,0.000608468,0.000608468,0.000608468
60,7057.43,1.41964,0.67158,1.23349,0.97907,0.98305,0.97485,0.52393,1.65093,0.67345,1.46126,0.000594321,0.000594321,0.000594321
61,7175.98,1.38803,0.64043,1.22152,0.9743,0.9774,0.97019,0.53439,1.64238,0.65524,1.47451,0.000580174,0.000580174,0.000580174
62,7293.09,1.43756,0.6454,1.21971,0.98085,0.98305,0.97781,0.5267,1.66343,0.64745,1.47833,0.000566027,0.000566027,0.000566027
63,7422.65,1.44933,0.64248,1.2201,0.96846,0.9661,0.96158,0.51265,1.71346,0.65869,1.5248,0.00055188,0.00055188,0.00055188
64,7541.03,1.42545,0.62782,1.21563,0.97192,0.97692,0.97424,0.52889,1.66548,0.65045,1.47714,0.000537733,0.000537733,0.000537733
65,7658.82,1.43944,0.64301,1.24611,0.96295,0.9774,0.97554,0.52606,1.65389,0.66009,1.47155,0.000523586,0.000523586,0.000523586
66,7775.71,1.45033,0.66716,1.24224,0.96553,0.97175,0.97727,0.54583,1.62564,0.6551,1.45659,0.000509438,0.000509438,0.000509438
67,7893.46,1.39929,0.64675,1.23428,0.97116,0.9774,0.96973,0.54113,1.60639,0.64521,1.44356,0.000495291,0.000495291,0.000495291
68,8009.72,1.45068,0.64716,1.24925,0.97291,0.9774,0.97247,0.52725,1.65723,0.64051,1.4767,0.000481144,0.000481144,0.000481144
69,8125.7,1.46751,0.64472,1.24787,0.96835,0.97175,0.96292,0.50758,1.68278,0.6482,1.4918,0.000466997,0.000466997,0.000466997
70,8240.66,1.42958,0.64296,1.22951,0.97266,0.9774,0.97485,0.54076,1.64722,0.64095,1.46359,0.00045285,0.00045285,0.00045285
71,8355.3,1.44744,0.65572,1.26068,0.97441,0.97596,0.97703,0.53338,1.65228,0.66573,1.46985,0.000438703,0.000438703,0.000438703
72,8465.03,1.45747,0.65084,1.23943,0.96654,0.97175,0.96921,0.53665,1.62428,0.66651,1.45752,0.000424556,0.000424556,0.000424556
73,8575.12,1.40626,0.64256,1.21667,0.97067,0.9774,0.98017,0.53959,1.62836,0.65975,1.4517,0.000410409,0.000410409,0.000410409
74,8689.79,1.39001,0.63873,1.22613,0.96574,0.97175,0.96477,0.52517,1.63044,0.64997,1.46921,0.000396262,0.000396262,0.000396262
75,8808.49,1.45241,0.65061,1.27317,0.97239,0.9774,0.97607,0.53826,1.62462,0.65311,1.44815,0.000382115,0.000382115,0.000382115
76,8926.85,1.42108,0.64406,1.21485,0.97778,0.98305,0.9819,0.53916,1.62116,0.64435,1.44226,0.000367967,0.000367967,0.000367967
77,9043.59,1.43721,0.62592,1.24994,0.97749,0.98305,0.97594,0.5331,1.64242,0.66912,1.4741,0.00035382,0.00035382,0.00035382
78,9158.92,1.41286,0.60974,1.22339,0.96974,0.97243,0.97153,0.54111,1.62372,0.65184,1.46528,0.000339673,0.000339673,0.000339673
79,9277.46,1.4284,0.61109,1.20532,0.96719,0.97175,0.9706,0.54448,1.62471,0.6332,1.46543,0.000325526,0.000325526,0.000325526
80,9392.52,1.40062,0.60949,1.24891,0.96695,0.97175,0.97097,0.54209,1.62774,0.63343,1.45976,0.000311379,0.000311379,0.000311379
81,9501.26,1.42812,0.62328,1.23641,0.96659,0.97175,0.97238,0.5443,1.61813,0.62563,1.45055,0.000297232,0.000297232,0.000297232
82,9611.77,1.44609,0.64012,1.25733,0.96814,0.97175,0.97559,0.5444,1.61985,0.62581,1.45923,0.000283085,0.000283085,0.000283085
83,9719.48,1.37163,0.61792,1.21084,0.96116,0.97175,0.96778,0.54001,1.61523,0.63082,1.46059,0.000268938,0.000268938,0.000268938
84,9838.23,1.3693,0.61968,1.20676,0.9715,0.98305,0.97129,0.54106,1.62184,0.63477,1.46399,0.000254791,0.000254791,0.000254791
85,9951.72,1.37926,0.6256,1.23559,0.97639,0.98305,0.97277,0.54789,1.62798,0.62789,1.46632,0.000240644,0.000240644,0.000240644
86,10067.8,1.40368,0.61796,1.25451,0.98154,0.9887,0.98594,0.54883,1.62718,0.61842,1.4585,0.000226497,0.000226497,0.000226497
87,10187.2,1.399,0.61105,1.25833,0.97481,0.98305,0.97504,0.54866,1.63659,0.61943,1.46917,0.000212349,0.000212349,0.000212349
88,10297.4,1.36543,0.59703,1.20228,0.96635,0.9741,0.9662,0.5394,1.66443,0.62486,1.49495,0.000198202,0.000198202,0.000198202
89,10407.3,1.36972,0.59816,1.20662,0.97217,0.98008,0.97474,0.54474,1.63189,0.62449,1.46787,0.000184055,0.000184055,0.000184055
90,10520.6,1.36552,0.59132,1.19727,0.97287,0.97999,0.9771,0.55841,1.60585,0.61682,1.45306,0.000169908,0.000169908,0.000169908
91,10628.7,1.35968,0.58515,1.30724,0.96593,0.97175,0.97352,0.55354,1.60659,0.6273,1.46137,0.000155761,0.000155761,0.000155761
92,10744.3,1.34867,0.58052,1.31503,0.9656,0.97175,0.97338,0.54974,1.60369,0.63402,1.45987,0.000141614,0.000141614,0.000141614
93,10857.6,1.33966,0.58611,1.30117,0.96531,0.97175,0.97361,0.54529,1.59683,0.63947,1.45869,0.000127467,0.000127467,0.000127467
94,10970.5,1.35228,0.58763,1.32581,0.96517,0.97175,0.96988,0.5481,1.59527,0.64239,1.46137,0.00011332,0.00011332,0.00011332
95,11089.8,1.37225,0.57399,1.29775,0.96555,0.97175,0.96997,0.55074,1.59663,0.62743,1.4614,9.91726e-05,9.91726e-05,9.91726e-05
96,11207.4,1.32838,0.57307,1.30328,0.96566,0.97175,0.97027,0.55418,1.59244,0.61667,1.4532,8.50255e-05,8.50255e-05,8.50255e-05
97,11793.1,1.34995,0.57649,1.29981,0.97074,0.9774,0.97243,0.55752,1.59532,0.62145,1.45667,7.08784e-05,7.08784e-05,7.08784e-05
98,11902.5,1.33338,0.57203,1.31003,0.96291,0.9774,0.97663,0.55244,1.59944,0.62696,1.45781,5.67313e-05,5.67313e-05,5.67313e-05
99,12010.8,1.33486,0.57191,1.2962,0.95431,0.9774,0.97698,0.54339,1.60648,0.62872,1.46052,4.25842e-05,4.25842e-05,4.25842e-05
100,12122,1.3246,0.57014,1.29924,0.95301,0.9774,0.9767,0.53953,1.6042,0.63178,1.45683,2.84371e-05,2.84371e-05,2.84371e-05
