epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,17368.8,1.41671,0.57707,1.17699,0.9802,0.99157,0.98228,0.57157,1.5027,0.55914,1.25183,0.000863116,0.000863116,0.000863116
50,17719.7,1.41502,0.55861,1.16667,0.97999,0.99157,0.98123,0.56683,1.53641,0.56035,1.27659,0.000851327,0.000851327,0.000851327
51,18072.9,1.42185,0.56775,1.15591,0.97842,0.99157,0.9806,0.56359,1.54551,0.56051,1.28476,0.000839537,0.000839537,0.000839537
52,18430.5,1.40598,0.56972,1.16551,0.97735,0.9901,0.98074,0.55364,1.57413,0.56209,1.32802,0.000827748,0.000827748,0.000827748
53,18786.9,1.41777,0.55846,1.18004,0.98028,0.99157,0.98062,0.58783,1.5158,0.5581,1.27129,0.000815959,0.000815959,0.000815959
54,19139.8,1.38337,0.54543,1.14854,0.98011,0.99157,0.98072,0.59137,1.50689,0.55392,1.24956,0.00080417,0.00080417,0.00080417
55,19498.4,1.4199,0.5555,1.15808,0.9796,0.99157,0.98157,0.57524,1.50688,0.56794,1.24308,0.00079238,0.00079238,0.00079238
56,19854.2,1.37866,0.5561,1.14558,0.98037,0.99157,0.98507,0.5689,1.52896,0.55228,1.27435,0.000780591,0.000780591,0.000780591
57,20212.9,1.38639,0.54735,1.15306,0.98019,0.99157,0.98294,0.56916,1.52796,0.55117,1.29189,0.000768802,0.000768802,0.000768802
58,20571.1,1.41725,0.55455,1.16573,0.98026,0.99157,0.98444,0.5725,1.54126,0.55065,1.29053,0.000757013,0.000757013,0.000757013
59,20925.4,1.40889,0.54576,1.15817,0.97982,0.99157,0.98398,0.57467,1.51348,0.54104,1.26285,0.000745223,0.000745223,0.000745223
60,21276.9,1.42324,0.54896,1.16273,0.98034,0.99157,0.98576,0.58401,1.5022,0.53048,1.25274,0.000733434,0.000733434,0.000733434
61,21631.2,1.37205,0.53599,1.15061,0.98008,0.99157,0.9834,0.58568,1.48025,0.52942,1.22785,0.000721645,0.000721645,0.000721645
62,21989.9,1.37523,0.53661,1.15083,0.97843,0.99157,0.98421,0.59328,1.49601,0.5278,1.26563,0.000709856,0.000709856,0.000709856
63,22345.5,1.40004,0.54978,1.16017,0.98039,0.99157,0.98581,0.58947,1.4844,0.5324,1.23891,0.000698066,0.000698066,0.000698066
64,22699.2,1.39768,0.5453,1.15495,0.98226,0.99367,0.98582,0.59095,1.47878,0.5294,1.23645,0.000686277,0.000686277,0.000686277
65,23050.8,1.39115,0.5342,1.15846,0.97918,0.9912,0.9856,0.58468,1.49437,0.53521,1.23706,0.000674488,0.000674488,0.000674488
66,23392.8,1.39009,0.53738,1.15675,0.97938,0.99157,0.98347,0.57916,1.52244,0.52993,1.26614,0.000662699,0.000662699,0.000662699
67,23737.8,1.3777,0.53955,1.15294,0.97967,0.99157,0.98401,0.58683,1.50498,0.53221,1.26399,0.000650909,0.000650909,0.000650909
68,24088.4,1.38444,0.53126,1.15512,0.98014,0.99157,0.98479,0.58316,1.52887,0.53124,1.296,0.00063912,0.00063912,0.00063912
69,24442.1,1.37732,0.53222,1.14545,0.98019,0.99157,0.98439,0.58896,1.50349,0.51953,1.25225,0.000627331,0.000627331,0.000627331
70,24792.3,1.39214,0.54904,1.16262,0.98047,0.99157,0.98374,0.58837,1.50222,0.52109,1.25102,0.000615542,0.000615542,0.000615542
71,25142.9,1.36722,0.5238,1.14355,0.98041,0.99157,0.98405,0.59181,1.49594,0.52445,1.24348,0.000603752,0.000603752,0.000603752
72,25499.6,1.37256,0.52257,1.1425,0.98024,0.99157,0.98255,0.58047,1.52196,0.53408,1.28423,0.000591963,0.000591963,0.000591963
73,25853.5,1.37711,0.53047,1.15441,0.98028,0.99157,0.98233,0.58482,1.49494,0.5276,1.2643,0.000580174,0.000580174,0.000580174
74,26204.3,1.38768,0.52905,1.16947,0.98013,0.99157,0.98061,0.58678,1.496,0.51966,1.24772,0.000568385,0.000568385,0.000568385
75,26559,1.37011,0.5252,1.1509,0.98048,0.99157,0.98302,0.5898,1.48347,0.51066,1.23649,0.000556595,0.000556595,0.000556595
76,26913.1,1.36458,0.52923,1.14453,0.98033,0.99157,0.98504,0.58512,1.50339,0.51833,1.2569,0.000544806,0.000544806,0.000544806
77,27267.9,1.37064,0.53246,1.14185,0.98035,0.99157,0.98356,0.59373,1.5026,0.52495,1.25977,0.000533017,0.000533017,0.000533017
78,27623.4,1.35525,0.52278,1.14481,0.9803,0.99157,0.98319,0.58895,1.49024,0.51627,1.25245,0.000521228,0.000521228,0.000521228
79,27976.9,1.34486,0.51037,1.14051,0.97992,0.99157,0.98372,0.59356,1.49354,0.50906,1.24427,0.000509438,0.000509438,0.000509438
80,28329.5,1.35404,0.51382,1.13815,0.98047,0.99157,0.98479,0.58686,1.50854,0.50828,1.26788,0.000497649,0.000497649,0.000497649
81,28670.4,1.34666,0.5022,1.13583,0.9805,0.99157,0.98232,0.58152,1.51885,0.50254,1.27673,0.00048586,0.00048586,0.00048586
82,29018.4,1.36235,0.50574,1.13092,0.98022,0.99157,0.98208,0.57191,1.54909,0.5183,1.31276,0.000474071,0.000474071,0.000474071
83,29365.7,1.3484,0.52976,1.14037,0.98006,0.99157,0.98246,0.5865,1.50221,0.51244,1.27413,0.000462281,0.000462281,0.000462281
84,29719.7,1.33319,0.51361,1.12382,0.98017,0.99157,0.98378,0.59139,1.48865,0.50107,1.25221,0.000450492,0.000450492,0.000450492
85,30074.7,1.3644,0.51478,1.14014,0.97875,0.99157,0.98297,0.59266,1.50122,0.50754,1.25438,0.000438703,0.000438703,0.000438703
86,30428.2,1.34176,0.50173,1.13559,0.98028,0.99157,0.98496,0.58509,1.52309,0.50782,1.28423,0.000426914,0.000426914,0.000426914
87,30783,1.34866,0.50275,1.14823,0.98048,0.99157,0.9807,0.58183,1.50451,0.52052,1.26686,0.000415124,0.000415124,0.000415124
88,31135.7,1.31201,0.49302,1.13196,0.98052,0.99157,0.98322,0.59111,1.50087,0.50834,1.25628,0.000403335,0.000403335,0.000403335
89,31486,1.31984,0.49976,1.12447,0.98052,0.99157,0.98247,0.58769,1.5035,0.50502,1.27385,0.000391546,0.000391546,0.000391546
90,31841,1.33595,0.49541,1.14722,0.98038,0.99157,0.98416,0.58873,1.50094,0.52225,1.26192,0.000379757,0.000379757,0.000379757
91,32190.6,1.34652,0.49676,1.13312,0.97824,0.98948,0.98088,0.59397,1.50668,0.50722,1.27213,0.000367967,0.000367967,0.000367967
92,32544.1,1.34895,0.5155,1.14789,0.98044,0.99157,0.9841,0.59176,1.48378,0.50011,1.25555,0.000356178,0.000356178,0.000356178
93,32897.5,1.34733,0.50985,1.13505,0.98037,0.99157,0.98228,0.5899,1.50183,0.50844,1.2848,0.000344389,0.000344389,0.000344389
94,33253.7,1.33885,0.49919,1.13467,0.9804,0.99157,0.97797,0.59818,1.48985,0.50287,1.2655,0.0003326,0.0003326,0.0003326
95,33609.3,1.32869,0.49924,1.13272,0.98032,0.99157,0.98195,0.58707,1.50448,0.50916,1.25416,0.00032081,0.00032081,0.00032081
96,33961.3,1.31089,0.48601,1.1222,0.98055,0.99157,0.98345,0.58739,1.51149,0.49927,1.27009,0.000309021,0.000309021,0.000309021
97,34314.5,1.29869,0.49012,1.12433,0.98053,0.99157,0.98349,0.59288,1.51013,0.50331,1.26873,0.000297232,0.000297232,0.000297232
98,34671.3,1.31138,0.48077,1.11035,0.97832,0.98948,0.98281,0.59978,1.49366,0.49931,1.24807,0.000285443,0.000285443,0.000285443
99,35026.9,1.30047,0.48168,1.12223,0.98043,0.99157,0.9821,0.59158,1.49368,0.49369,1.25428,0.000273654,0.000273654,0.000273654
100,35384.2,1.30465,0.48624,1.11811,0.98036,0.99157,0.98524,0.5949,1.4853,0.49426,1.25697,0.000261864,0.000261864,0.000261864
101,35737.5,1.29261,0.48723,1.11797,0.98038,0.99157,0.98333,0.5936,1.48515,0.48998,1.25266,0.000250075,0.000250075,0.000250075
102,36088.9,1.29707,0.47727,1.12054,0.98025,0.99157,0.98243,0.58912,1.49009,0.49182,1.27129,0.000238286,0.000238286,0.000238286
103,36442.4,1.30108,0.48279,1.12396,0.9805,0.99157,0.98412,0.58987,1.50606,0.48784,1.28818,0.000226497,0.000226497,0.000226497
104,36797.2,1.307,0.47916,1.13084,0.98054,0.99157,0.98439,0.59411,1.4963,0.49066,1.26082,0.000214707,0.000214707,0.000214707
105,37152.6,1.31753,0.47641,1.1171,0.98057,0.99157,0.9832,0.59055,1.51839,0.49348,1.28303,0.000202918,0.000202918,0.000202918
106,37504,1.2806,0.47021,1.10941,0.97842,0.98948,0.98169,0.58972,1.50475,0.49247,1.27198,0.000191129,0.000191129,0.000191129
107,37854.8,1.29586,0.46993,1.12767,0.97842,0.98948,0.98179,0.59272,1.50889,0.49046,1.27147,0.00017934,0.00017934,0.00017934
108,38208.4,1.29227,0.46435,1.12591,0.9784,0.98948,0.98194,0.59288,1.50511,0.49103,1.27044,0.00016755,0.00016755,0.00016755
109,38564.3,1.29062,0.47574,1.11465,0.97848,0.98948,0.97913,0.59051,1.52827,0.49282,1.2958,0.000155761,0.000155761,0.000155761
110,38919,1.30688,0.46986,1.12203,0.97845,0.98948,0.97932,0.59279,1.51338,0.49348,1.28352,0.000143972,0.000143972,0.000143972
111,39270.1,1.28941,0.43504,1.13983,0.98037,0.99157,0.98228,0.59542,1.49672,0.48803,1.27471,0.000132183,0.000132183,0.000132183
112,39618.4,1.28524,0.43572,1.13527,0.98026,0.99157,0.98105,0.58949,1.51137,0.49112,1.28674,0.000120393,0.000120393,0.000120393
113,39971.8,1.28236,0.43203,1.14107,0.98037,0.99157,0.9798,0.58935,1.50874,0.48891,1.28252,0.000108604,0.000108604,0.000108604
114,40323.4,1.27349,0.42637,1.13499,0.98042,0.99157,0.97989,0.59292,1.51165,0.48863,1.28433,9.68148e-05,9.68148e-05,9.68148e-05
115,40674.6,1.26552,0.42345,1.13588,0.97833,0.98948,0.9781,0.59144,1.51264,0.48991,1.28418,8.50255e-05,8.50255e-05,8.50255e-05
116,41025.6,1.27237,0.4281,1.13123,0.98042,0.99157,0.98133,0.59378,1.49532,0.49082,1.26374,7.32362e-05,7.32362e-05,7.32362e-05
117,41375.1,1.27124,0.42647,1.12988,0.98041,0.99157,0.98072,0.59603,1.50546,0.49155,1.27414,6.1447e-05,6.1447e-05,6.1447e-05
118,41724.9,1.26636,0.42361,1.13808,0.9804,0.99157,0.98061,0.59666,1.4957,0.48461,1.26589,4.96578e-05,4.96578e-05,4.96578e-05
